0, 0, 0.0, 0.0566912007158, 0.05653590130991723, 11, 0, 0, 0, 0, 1, 0.7743055555555556, 1.0, user
0, 103.4, 63.68377037562011, 0.499422482496, 0.4944823613520212, 13260, 0, 104, 122880, 0, 0, 0.9798611111111111, 1.0, user
0, 0, 0.0, 0.026610155438, 0.026440955274550506, 7, 0, 0, 0, 0, 0, 0.7027777777777777, 1.0, user
0, 0, 0.0, 0.0295025636378, 0.029502563637800166, 1985, 0, 246, 0, 0, 1, 0.9861111111111112, 0.0007042253521126761, application
100, 4.9, 0.13413551324797515, 5.02758393287, 4.991210868588553, 19087642, 40148992, 9151104, 76364832768, 6, 273, 0.9861111111111112, 0.0007042253521126761, application
0, 0, 0.0, 0.0256460193714, 0.02564601937140009, 39, 0, 0, 0, 0, 0, 0.9861111111111112, 0.0007042253521126761, application
0, 0, 0.0, 0.0343232439708, 0.03422683036415, 16, 73728, 3452, 1232896, 0, 1, 0.27291666666666664, 0.005089058524173028, application
0, 0, 0.0, 0.026610155438, 0.02644781474063649, 7, 0, 0, 0, 0, 2, 0.7027777777777777, 1.0, user
0, 0, 0.0, 0.00539916197293, 0.005399161972929973, 0, 4096, 1, 0, 0, 1, 0.9888888888888889, 0.0007022471910112359, service
0, 10.8, 0.0013937854995367547, 0.707675872881, 0.5413299813367087, 53804, 8650752, 40471, 9969664, 2, 3, 9.859027777777778, 0.0007043741635556807, application
0, 1.0, 0.000409169673943432, 0.170652083787, 0.17065208378700036, 83, 950272, 41813390, 366202880, 0, 7, 0.9888888888888889, 0.0007022471910112359, service
0, 0, 0.0, 0.0256460193714, 0.025581743633633334, 5026, 0, 112, 1236992, 0, 0, 0.0020833333333333333, 1.0, service
0, 0, 0.0, 0.0431932957834, 0.04319329578340003, 29, 28672, 1, 0, 0, 0, 0.9888888888888889, 0.0007022471910112359, service
0, 0, 0.0, 0.0273814642913, 0.027381464291300166, 4, 12288, 1, 0, 0, 0, 0.9888888888888889, 0.0007022471910112359, service
0, 0, 0.0, 0.0462785311966, 0.046278531196599706, 14, 172032, 0, 0, 1, 0, 0.9888888888888889, 0.0007022471910112359, service
0, 0, 0.0, 0.149055435896, 0.1406353142472667, 273837, 42254336, 100025, 3690496, 21, 0, 1.2666666666666666, 0.006578947368421052, service
0, 6.1, 0.1513353115727003, 1.4188226356, 1.393609952954764, 2164, 0, 10, 36864, 2003, 6, 0.7020833333333333, 1.0, application
0, 0, 0.0, 0.0564983735025, 0.043707501685666644, 2666, 5668864, 672, 4096, 0, 1, 2.9625, 0.0007032348804500703, service
100, 3.0, 0.013374280169762127, 0.0464713584099, 0.04647135840989982, 8, 0, 1, 0, 1, 0, 0.9888888888888889, 0.0007022471910112359, application
0, 0, 0.0, 0.026610155438, 0.02644119552892827, 7, 0, 0, 0, 0, 0, 0.7798611111111111, 1.0, user
0, 10.6, 1.6351083032490983, 1.63999544928, 1.0402751448022696, 2500, 0, 256, 94208, 1081, 6, 0.7694444444444445, 1.0, application
100, 0, 0.0, 0.0206325118251, 0.020632511825100026, 0, 0, 0, 0, 0, 0, 0.9888888888888889, 0.0007022471910112359, service
0, 0, 0.0, 0.0551485830092, 0.05514798869725497, 253352897, 151015424, 6901824, 5205663744, 0, 1, 3.466666666666667, 0.7149439102564102, service
0, 0, 0.0, 0.026610155438, 0.026481603962466665, 7, 0, 0, 0, 0, 0, 0.0020833333333333333, 1.0, user
0, 28.2, 3.9152707239356976, 26.5428587406, 26.39298844994828, 13773887, 63033344, 151019, 1922453504, 5, 46, 0.9763888888888889, 0.0007112375533428165, application
0, 0, 0.0, 0.026610155438, 0.02644953432685051, 7, 0, 0, 0, 0, 0, 0.98125, 1.0, user
