LineId,Date,Time,Host,Component,PID,Content,EventId,EventTemplate,ParameterList
3674,2021-03-08,08:39:02,hydra0,sessionclean,35246,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3675,2021-03-08,08:39:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3676,2021-03-08,09:02:02,hydra0,systemd,1,Starting Daily apt download activities...,e3b41418,<*> Daily apt download <*>,"['Starting', 'activities...']"
3677,2021-03-08,09:02:02,hydra0,systemd,1,Started Daily apt download activities.,e3b41418,<*> Daily apt download <*>,"['Started', 'activities.']"
3678,2021-03-08,09:02:02,hydra0,systemd,1,apt-daily.timer: Adding 9h 20min 37.609488s random time.,8cabb1a7,apt-daily.timer: Adding <*> <*> <*> random time.,"['9h', '20min 37.609488s']"
3679,2021-03-08,09:02:02,hydra0,systemd,1,apt-daily.timer: Adding 5h 44min 12.475304s random time.,8cabb1a7,apt-daily.timer: Adding <*> <*> <*> random time.,"['5h', '44min 12.475304s']"
3680,2021-03-08,09:09:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3681,2021-03-08,09:09:02,hydra0,sessionclean,36023,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3682,2021-03-08,09:09:02,hydra0,sessionclean,36023,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3683,2021-03-08,09:09:02,hydra0,sessionclean,36023,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3684,2021-03-08,09:09:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3685,2021-03-08,09:39:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3686,2021-03-08,09:39:02,hydra0,sessionclean,36799,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3687,2021-03-08,09:39:02,hydra0,sessionclean,36799,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3688,2021-03-08,09:39:02,hydra0,sessionclean,36799,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3689,2021-03-08,09:39:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3690,2021-03-08,10:09:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3691,2021-03-08,10:09:02,hydra0,sessionclean,37520,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3692,2021-03-08,10:09:02,hydra0,sessionclean,37520,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3693,2021-03-08,10:09:02,hydra0,sessionclean,37520,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3694,2021-03-08,10:09:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3695,2021-03-08,10:39:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3696,2021-03-08,10:39:02,hydra0,sessionclean,38248,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3697,2021-03-08,10:39:02,hydra0,sessionclean,38248,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3698,2021-03-08,10:39:02,hydra0,sessionclean,38248,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3699,2021-03-08,10:39:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3700,2021-03-08,11:09:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3701,2021-03-08,11:09:02,hydra0,sessionclean,38975,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3702,2021-03-08,11:09:02,hydra0,sessionclean,38975,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3703,2021-03-08,11:09:02,hydra0,sessionclean,38975,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3704,2021-03-08,11:09:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3705,2021-03-08,11:11:28,hydra0,systemd,1,Started Session 238904 of user monster.,f112843c,Started Session <*> of user monster.,['238904']
3706,2021-03-08,11:39:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3707,2021-03-08,11:39:02,hydra0,sessionclean,39800,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3708,2021-03-08,11:39:02,hydra0,sessionclean,39800,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3709,2021-03-08,11:39:02,hydra0,sessionclean,39800,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3710,2021-03-08,11:39:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3711,2021-03-08,12:09:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3712,2021-03-08,12:09:02,hydra0,sessionclean,40538,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3713,2021-03-08,12:09:02,hydra0,sessionclean,40538,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3714,2021-03-08,12:09:02,hydra0,sessionclean,40538,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3715,2021-03-08,12:09:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3716,2021-03-08,12:39:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3717,2021-03-08,12:39:02,hydra0,sessionclean,642,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3718,2021-03-08,12:39:02,hydra0,sessionclean,642,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3719,2021-03-08,12:39:02,hydra0,sessionclean,642,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3720,2021-03-08,12:39:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3721,2021-03-08,13:09:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3722,2021-03-08,13:09:02,hydra0,sessionclean,1462,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3723,2021-03-08,13:09:02,hydra0,sessionclean,1462,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3724,2021-03-08,13:09:02,hydra0,sessionclean,1462,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3725,2021-03-08,13:09:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3726,2021-03-08,13:39:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3727,2021-03-08,13:39:02,hydra0,sessionclean,2263,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3728,2021-03-08,13:39:02,hydra0,sessionclean,2263,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3729,2021-03-08,13:39:02,hydra0,sessionclean,2263,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3730,2021-03-08,13:39:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3731,2021-03-08,14:09:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3732,2021-03-08,14:09:02,hydra0,sessionclean,3022,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3733,2021-03-08,14:09:02,hydra0,sessionclean,3022,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3734,2021-03-08,14:09:02,hydra0,sessionclean,3022,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3735,2021-03-08,14:09:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3736,2021-03-08,14:39:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3737,2021-03-08,14:39:02,hydra0,sessionclean,3805,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3738,2021-03-08,14:39:02,hydra0,sessionclean,3805,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3739,2021-03-08,14:39:02,hydra0,sessionclean,3805,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3740,2021-03-08,14:39:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3741,2021-03-08,14:41:19,hydra0,systemd,1,Started Session 238937 of user monster.,f112843c,Started Session <*> of user monster.,['238937']
3742,2021-03-08,15:03:52,hydra0,systemd,1,Started Session 238940 of user monster.,f112843c,Started Session <*> of user monster.,['238940']
3743,2021-03-08,15:09:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3744,2021-03-08,15:09:02,hydra0,sessionclean,4955,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3745,2021-03-08,15:09:02,hydra0,sessionclean,4955,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3746,2021-03-08,15:09:02,hydra0,sessionclean,4955,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3747,2021-03-08,15:09:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3748,2021-03-08,15:39:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3749,2021-03-08,15:39:02,hydra0,sessionclean,5689,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3750,2021-03-08,15:39:02,hydra0,sessionclean,5689,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
3751,2021-03-08,15:39:02,hydra0,sessionclean,5689,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_curl.dll' - /usr/lib/php/20151012/php_curl.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_curl.dll'"", '/usr/lib/php/20151012/php_curl.dll:']"
3752,2021-03-08,15:39:02,hydra0,systemd,1,Started Clean php session files.,e67d3ae2,<*> Clean php session <*>,"['Started', 'files.']"
3753,2021-03-08,16:09:02,hydra0,systemd,1,Starting Clean php session files...,e67d3ae2,<*> Clean php session <*>,"['Starting', 'files...']"
3754,2021-03-08,16:09:02,hydra0,sessionclean,6682,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_mysqli.dll' - /usr/lib/php/20151012/php_mysqli.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_mysqli.dll'"", '/usr/lib/php/20151012/php_mysqli.dll:']"
3755,2021-03-08,16:09:02,hydra0,sessionclean,6682,PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/lib/php/20151012/php_pdo_mysql.dll' - /usr/lib/php/20151012/php_pdo_mysql.dll: cannot open shared object file: No such file or directory in Unknown on line 0,3048d32a,PHP Warning: PHP Startup: Unable to load dynamic library <*> - <*> cannot open shared object file: No such file or directory in Unknown on line 0,"[""'/usr/lib/php/20151012/php_pdo_mysql.dll'"", '/usr/lib/php/20151012/php_pdo_mysql.dll:']"
